message,spam
"Hallo!  Ich brauche eine Unterkunft fur 1 Person.    Zeitraum: 02-09.06.2024. mit Verlangerung.    In der nahe der Landau.    Haben Sie etwas fur mich? Bitte geben Sie der Preis.    Vielen dank im Voraus.    Pozdrawiam/ Mit freundlichen Grüßen / Best regards,  Edyta Strelczuk",0
"Sehr geehrter Herr Semmler,  wir meine Frau 40 und ich 66 und Kinder 20+13 fragen an,   ob Ihre Unterkunft in dieser Zeit noch frei ist und wie der Preis bei 4 Personen liegt.  Gerne erwarte ich auch Ihren Anruf täglich bis ca. 15 Uhr  Mit freundlichen Grüssen  Olaf Sauerbrei",0
"Hallo!    Ich brauche eine Unterkunft fur 1 Person.    Zeitraum: 02-09.06.2024. mit Verlangerung.    In der nahe der Landau.    Haben Sie etwas fur mich? Bitte geben Sie der Preis.    Vielen dank im Voraus.    Pozdrawiam/ Mit freundlichen Grüßen / Best regards,  Edyta Strelczuk",0
Ich suche 1 DZ mit oder ohne Frühstück  vom 08.05.24 - 09.05.24 für mich und meinen Bruder mit sicherem Abstellplatz für unsere Ebikes. Was kostet der Aufenthalt?  Mfg   Herbert Lohmüller  Martin Lohmüller,0
"Guten Tag ,  Ich suche ab nächste Woche eine Unterkuft.  Hätten Sie vielleicht  noch ein Zimmer frei ?  Danke .  Mit freundlichen  Grüßen  Jens Kanzok",0
"Moin, ich suche nach einer Wohnung, da ich beruflich hier im Norden bin, genauer gesagt im WKK. Wenn Sie die Wohnung für diesen längeren Zeitraum frei haben sollten, wäre ich sehr interessiert. Mit freundlichen Grüßen   Damian Dawidowski",0
"Hallo,  haben sie für den genannten Zeitraum noch ein Doppelzimmer frei?    Danke.    MfG  Thomas Jerwin",0
"Ich möchte gerne Buchen von 30,5 bis 04,06 2024. Bitte senden sie mir eine Nachricht.  Mit freundlichen Grüßen Frau Apfelstädt",0
"searching for an apartment in böblingen or near this location for two months, for 21 years old girls",0
"Sehr geehrte Damen und Herren,  Ich möchte gerne ein Zimmer reservieren.     Mit freundlichen Grüßen,  Iryna Yershova",0
"Hallo, ich suche ein Zimmer für 2 Mann, von Montag, 27.05.2024 bis Mittwoch 29.05.2024 und dann auch noch für die Woche darauf für 3 Mann von Montag, 03.06.2024 bis Mittwoch, 05.06.2024. Wäre das bei Ihnen möglich?    MfG, Anton Aichele",0
Hallo    Anreise am 29.05 gegen frühen Abend und Abreise  am 31.05 morgens  zw. 3.00 und 4.00   Barzahlung  möglich  ?,0
"Sehr geehrte Damen und Herren,    wir suchen für unseren 17jährigen Sohn im Zetraum vom 09.06. bis 21.06.2024 eine kleine Ferienwohnung. Er hat in dieser Zeit Berufsschule dort. Haben Sie hier in der Zörbiger Straße noch für diesen Zeitraum eine Wohnung frei? Wir würden uns wirklich sehr freuen.  Vielen Dank vorab.    Mit freundlichen Grüßen  Familie Nowack",0
Sehr  geehrte Damen und Herren ich suche für meine Monteur  eine Monteuren zimmer Für den zeit raum von den 25.05 bis 12.06.2024.     ich werde mich sehr freuen über eine Rückmeldung .    mfg   Lleshi,0
Halo meine frage ist Einzel ziemer  3-7.06 und 10-14.06 Preis un op ist frei für diese zeit .,0
Halo meine frage ist Einzel ziemer  ab Juli bin ich par wochen in Freiberg Von montag bis freitag Preis un op ist frei für diese zeit .,0
Anfrage entweder 30.6. -7.7. oder 8.7.-15.07. Benötige Unterkunft für 2 Personen mit gentrennter Schlafmöglichkeit und freue mich von Ihnen zu hören,0
"Hallo,   mein Name ist Katerina Josifova und ab dem 01.07.2024 fange ich mit einer Festanstellung bei dem Klinikum Rechts der Isar an. Ich bemötige ein Monteurzimmer und würde mich freuen, wenn Sie sich bei mir melden würden.     Vielen Dank und viele Grüße  Katerina Josifova",0
"Guten Tag,    ich wäre an einer Wohnung bei Ihnen interessiert.  Es wäre für 5 Personen im Zeitraum vom 27.05 - 08.06.   Interessant wäre hier zu wissen, wie weit Ihre Wohnung von Düsseldorf mit dem Auto entfernt wäre.    Beste Grüße",0
"Servus und einen schönen Tag,   ich freue mich, falls Sie mir genauere Informationen zur Buchung und dem Preis geben können. Danke und freundliche Grüße",0
hello we saw the ad on the website and is it correct that you are renting an apartment?   we need apartment for 6 person since 4 jul from 29 september   and can u tell me what is price per person?,0
Haben Sie noch Zimmer frei?,0
"Moin, ich bin beruflich bis zum 30.09 in Heide, ich suche aktuell eine Wohnung für eine Person, mit Küche, Bad und natürlich Schlafmöglichkeit.  Sollte Ihre Wohnung in diesem Zeitraum frei sein, können Sie mir gerne ein Angebot zusenden.    Mit freundlichen Grüßen    Damian Dawidowski    ( Bei der Telefonnummer, handelt es sich um eine reine Whatsapp Kontaktnummer. )",0
Guten Tag  wir suchen kurzfristig zum 1.6.24 eine Unterkunft für unsere neun Monteure (Tiefbau) für ein Jahr oder auch gerne für längere Zeit.  Haben Sie evtl 9 Zimmer für uns oder ein komplettes Objekt?  Über eine kurze Rückmeldung würden wir uns sehr freuen.  Melanie Schmid  Back-Office    Tel.: +49 711 49052-643 (Stuttgart)  Tel.: +49 2821 39806-13 (Kleve)  Melanie.schmid@yustinfra.de  www.yustinfra.de          Betrriebsstätte Stuttgart  Flughafenstr. 59  70629 Stuttgart     Hauptsitz Kleve  Yust Infra GmbH  Siemensstr. 31  47533 Kleve,0
"Guten Tag,   Wir bräuchten eine Unterkunft für 12 Personen ab Montag, 27.05 bis 10.07.   hätten Sie da was frei? Und wenn ja wie hoch wären die Kosten?   Vielen Dank im Voraus   MfG   Lidya Tuac",0
"Moin, ist es möglich 2 Nächte mit 2 Personen ab Mittwoch  der 29.5.24 bei Ihnen zu übernachten? Mit freundlichen Grüßen M. Never",0
"Sehr geehrte Damen und Herren,  wir benötigen für unsere 2 Monteure eine Übernachtungsmöglichkeit von Montag bis Mittwoch nächste Woche (Einzel- oder Doppelzimmer).   Freundliche Grüße   Elena Duwensee",0
"Witam, czy znajdzie się coś w podanym terminie?   Potrzebuje zakwaterować 10 osób .  Pozdrawiam",0
Guten Tag  wir suchen kurzfristig zum 1.6.24 eine Unterkunft für unsere neun Monteure (Tiefbau) für ein Jahr oder auch gerne für längere Zeit.  Haben Sie evtl 9 Zimmer für uns oder ein komplettes Objekt?  Über eine kurze Rückmeldung mit Bildern und monatliche Miete würden wir uns sehr freuen.  Melanie Schmid  Back-Office    Tel.: +49 711 49052-643 (Stuttgart)  Tel.: +49 2821 39806-13 (Kleve)  Melanie.schmid@yustinfra.de  www.yustinfra.de          Betrriebsstätte Stuttgart  Flughafenstr. 59  70629 Stuttgart     Hauptsitz Kleve  Yust Infra GmbH  Siemensstr. 31  47533 Kleve,0
"Hallo,  Ich suche vor  27.5.2024 bis 29.5.2024 Unterkunft für 2 Personen. . Wir brauchen erstmall für 2 Tag. Wen werden Sie etwas frei, sagen Sie mir Bescheid.   Mit freundlichen Grüßen   Miklušák   BauerMik s.r.o.",0
Über Verfügbarkeit- Rückmeldung würden wir uns freuen.     Mit freundlichen Grüßen   Christina Geck.,0
"Guten Tag,  innerhalb unseres internationalen Kunstsymposiums mit Ausstellung in Berlin  benötigen wir für den genannten Zeitraum eine Unterkunft für 3 Künstler, zwei aus den USA und eine aus Deutschland. Es handelt sich dabei um zwei Frauen und einen Mann. Die Ausstellung findet in Neukölln statt.",0
"Sehr geehrte Damen und Herren,   wir suchen eine Ferienwohnung für unsere drei Elektriker. Es sind saubere, ruhige und wirklich sehr nette Mitarbeiter. Wir wären sehr glücklich, Sie bei Ihnen unterbringen zu können.   Herzliche Grüße  Tanja Gehrlein  Projektassistentin",0
1 DZ + 1 EZ,0
"Guten Tag, ich bin daran interessiert, ein Zimmer für zwei Personen langfristig zu mieten. Wir arbeiten beide und kümmern uns um Sauberkeit. Könnten Sie uns bitte mitteilen, wie die Zusammenarbeit aussehen würde? Zwei Herren, ab dem zweiten Juni.  Wir sprechen Englisch   Meine Nummer:  +48723207511  Herzliche Grüße   Alexander",0
"Guten Tag, ich brauche Unterkunft für 5 unsere Monteure für die Zeitraum von 03.06-15.06.24 mit Verlängerungs Option. Bitte um Antwort (es würde auch Mehrbettzimmer passen, wenn anderes nicht vorhanden ist.) Unsere Baustelle befindet sich  in Liemeckestraße 4, 34466 Wolfhagen.",0
"Hallo ,   Wir haben gerade Ihre tolle Wohnung gefunden und sind begeistert....  Den Kindern würden wir gerne noch ein paar Tage Urlaub schenken und haben diese Wohnung mit Garten gefunden....    Mega ? ?   Wenn Sie noch frei wäre würden wir gerne mit Ihnen Kontakt aufnehmen...    LG   Moser Sabrina",0
"Sehr geehrte Damen und Herren,      mein Name ist Jules Angelo Tianay (27 ) aus Madagaskar. Momentan mache ich eine BFD im Hausenhof (91463 Dieterheim) . Im Juli 2024 werde ich eine Ausbildung für 3 Jahren in Uniklinikum Freiburg machen und ich habe schon meinen Vertrag.  Aufgrund suche ich  nach einer Wohnung . Ich interessiere mich gerne für ihren Angebot ab 11,66 € .     Für Frage stehe ich immer zur Verfügung.  Mit freundlichen Grüßen  Jules Angelo Tianay",0
Guten Tag !!    Wäre in diesem Zeitraum etwas frei ?  Wenn ja... Wie viel würde dies pro Monat kosten?    VG Teichler-Ettelt,0
"Hallo, ich suche eine Wohnung für fünf Personen   Mich interessiert auch der Preis pro Person bei Langzeitmiete.",0
"Guten Tag, ich suche vom 01.07 bis zum 31.08 eine Unterkunft für 2 Kollegen von mir, gerne auch in separaten Zimmern.    Ich würde mich sehr über eine Rückmeldung Ihrerseits freuen.    Beste Grüße",0
"Sehr geehrte Damen und Herren,   haben sie im angefragt Zeitraum noch ein Einzelzimmer frei?  Mit freundlichen Grüßen   Jana Klippel",0
"Sehr geehrte Damen und Herren,   ich möchte anfragen, ob es möglich ist zum genannten Zeitraum ein Zimmer mit Frühstück zu buchen?  Vielen Dank für Ihre Rückmeldung.  Freundliche Grüße aus Hessen  Martina Ewald",0
"Hallo, ist das ein separates Einzelzimmer mit eigenem Bad?   Wäre zu dem Zeitpunkt noch ein Zimmer frei?  Viele Grüße  Claudia Seehafer",0
"Hallo  Haben sie für 5 Monteure für den oben genannten Zeitraum , eine Unterkunft frei",0
"Sehr geehrte Damen und Herren,   wir sind eine Vermittlungsagentur und seit 10 Jahren am Markt.   Wir suchen für einen Stammkunden  Wohnungen für 3 Personen in Bad Kronzingen oder in der Nähe  mit mindestens 2 Schlafzimmer,   Ab 02.06 bis 02.08.2024 mit Option Verlängerung.   Können Sie uns da was anbieten ?     Mit freundlichen Grüßen Ingo Duchene   Vermittlungsagentur Warndt   01772793102",0
"Hallo, Sehr geehrte Frau / geehrer Herr Ich bin daran interessiert, Ihre Wohnung für den Sommer zu mieten. Mein Name ist Anna und ich komme aus Georgien. Meine Freunde und ich haben die Möglichkeit, einen Sommerjob in Brühl zu machen. Wir suchen eine schöne Wohnung für 2 Personen, vom 21/07 bis 23/09. Wir suchen eine Wohnung, in der wir 2 Personen alleine bleiben können, ohne dass jemand anderes in der Wohnung ist. Ich möchte wissen, ob Sie die Wohnung für uns frei haben, wie viel pro Person zu zahlen muss und ob wir die Miete zahlen können, nachdem wir nach Deutschland kommen. Mit freundlichen Grüßen Anna Bandzeladze",0
"Sehr geehrte Damen und Herren,  ich werde für befristete Zeit am Theater Regensburg arbeiten und benötige dafür eine preiswerte Unterkunft.  Wichtig ist mir ein eigenes Bad, Internet und eine Kochgelegenheit.  Bitte teilen Sie mir mit, ob Sie im genannten Zeitraum etwas frei haben.  Mit freundlichen Grüßen  Carola Sonnenburg",0
"Sehr geehrte Damen und Herren, wir brauchen eine Unterkunft für 4 Personen ab dem 28.05 und ab dem 01.06 kommen noch 6 Personen dazu. Wenn möglich dann für längere Zeit. Wenn das geht würde wir uns über eine Angebot von ihnen sehr freuen.   Mit freundlichen Grüßen",0
"Guten Tag,   ist für den Zeitraum 05.06. - 07.06.24 ein Doppelzimmer, in Ihrer Pension, zu bekommen?  Viele Grüße  L.Wagner",0
"Hallo,  ich werde auf Montage im Kernkraftwerk Biblis eingeplant. Hätten Sie im oben genannten Zeitraum noch etwas frei ?   Mit freundlichen Grüßen",0
I need a room,0
"Guten Tag,  wir brauchen Unterkunft ab 30.5, fur 2 - 3 Personen fur 3 Wochen mit der Option von Verlangerung. Wir brauchen Einzelzimmer, haben Sie bitte was frei?    Vielen Dank  Lenka      haben Sie bitte Unterkunft frei ab Sonntag? Wir suchen Unterkunft für Monteure - langfristig bis Ende des Jahres.    Bei Interesse bitte melden Sie sich bei uns unten +421 944 626 818        Vielen Danke    Dipl. Ing. Lenka Prekopová Zelníčková    Projekt Manager    TOP Personal Consulting",0
"Sehr geehrte Damen und Herren,   wir sind eine Vermittlungsagentur und seit 10 Jahren am Markt.   Wir suchen für einen Stammkunden  Wohnungen für 10 Personen in 38877 Benneckenstein  oder in der Nähe  Ab 18.06 bis 13.12.2024 mit Option Verlängerung.   Können Sie uns da was anbieten ?     Mit freundlichen Grüßen Ingo Duchene   Vermittlungsagentur Warndt   01772793102",0
Hello. We need apartment or house for 5 people near Wiesbaden. First time from 13.5.2024 to 31.5.2024 . After we maybe stay longer. If you have some options please send me  price and foto. Thanks,0
"Sehr geehrte Damen und Herren     Ich suche ein Zimmer ab dem 01.08.2024. Ich werde in Kitzingen ein Praktikum machen. Bitte teilen Sie mir mit, wie hoch die Miete für einen Monat sein wird. Vielen Dank     Mit freundlichen Grüßen  Jefrin Jose",0
"Hallo und guten Tag nochmals,  Wir haben gerade telefoniert und ich möchte mindestens 7 Tage bleiben.",0
"Sehr geehrte Damen und Herren,    ich würde gerne eine Unterkunft für den angegebenen Zeitraum anmieten, da ich mich aus beruflichen Gründen in Erding befinde.    Eine Frage ist mir noch offen, Sie schreiben, dass Sie eine Waschmaschine zur Verfügung stellen, allerdings kann ich nicht erkennen, ob diese im Preis mit inbegriffen ist oder die Nutzung dieser mit zusätzlichen Kosten verbunden ist?    Gerne freue ich mich auf eine Rückmeldung.    Mit freundlichen Grüßen    Maverick Seifert",0
Guten Tag hätten Sie ein Zimmer frei?MfG Frank Busemann,0
Suche Zimmer mit Kochgelegenheit ab dem 29.05 -28.06,0
"Sehr geehrte Damen und Herren,    ich würde gerne eine Unterkunft für den angegebenen Zeitraum anmieten, da ich mich aus beruflichen Gründen in Erding befinde.    Eine Frage ist mir noch offen, Sie schreiben, dass Sie eine Kochmöglichkeit zur Verfügung stellen, allerdings kann ich nicht erkennen, ob diese in jeder Wohnung vorhanden ist oder eine Gemeinschaftsküche ist?       Gerne freue ich mich auf eine Rückmeldung.    Mit freundlichen Grüßen    Maverick Seifert",0
Guten Tag.  Wäre den noch ein Doppelzimmer vom 25.05.24 bis 01.06.24 für jeweils 15€ pro Person frei?  Mit freundlichen Grüßen  Kühn,0
Ich suche ab dem 07.05.2024 eine Wohnung für 4 Mitarbeiter,0
"Sehr geehrte Damen und Herren,  ich suche für mich 1 Unterkunft (möbliert)  - ab 30.06.2024/01.07.2024  - für ca. 3-6 Monate  Ich bin  - Rentnerin, alleinstehend  - Nichtraucherin, keine Haustiere  Ich möchte fragen, ob Sie 1 kl. Apartment für diesen Zeitraum frei haben + wie hoch die Monatsmiete (inkl. NK) ist  Sie erreichen mich am besten über e-mail: i.rihm@gmx.de.  V.Dank im Voraus für Ihre Rückantwort/I.Rihm",0
"Sehr geehrte Damen und Herren,    gerne würde ich in Erfahrung bringen, ob Sie ab dem 11.06.24 Unterkünfte für 18 Personen zur Verfügung haben.    Mit freundlichen Grüßen    Susanne Krause",0
"Hallo, wir sind zwei Personen, meine Frau und ich, wir möchten ab heute Abend, wenn möglich, für eine Woche mieten.",0
Anfrage:  01.08.2024 bis 31.08.2024  Wie ist der Preis?  Mfg.  Peter Schwalb,0
2 persona,0
"Hallo , Ich suche für meine Monteure zwei Einzelzimmer von Montag bis Freitag.  Schöne Grüße aus Bad Waldsee,    Zoltan Szakacs   Tofa Türen und Fenster",0
Sehr geehrte Damen und Herren.     Welche Voraussetzungen braucht man denn für eine Langzeit Anmietung?     Und wie lange kann man diese Monteurwohnung dann anmieten?     Vielen Dank für Ihre Mühe im Voraus!  Mit freundlichen Grüßen     Angela Hein,0
"im oben genannten zeitraum suchen wir für 5 bis 7 tage eine unterkunft,  gruss jutta und thomas",0
"Hallo,    Ich bräuchte die Wohnung vom 23.08.-25.08.  für 5 Personen.    Wäre dir noch frei, wie ist der Gesamtpreis?    Bitte kurze Rückmeldung.    Vielen Dank.    Mit freundlichen Grüßen    Nasir Butt",0
Wir würden gern das Appartement in den Zeiten 03.06. - 07.06.2024 (= 4Tage)  in der Belegung mit drei Personen anfragen.   Allerdings sollte jede Person ein Doppelzimmer zur Einzelsitze g bekommen.   Können sie bitte zeitnah eine Rückmeldung geben?  Vielen Dank!,0
"Hallo,    Ich bräuchte die Wohnung vom 23.08.-25.08.  für 5 Personen.    Wäre die noch frei, wie ist der Gesamtpreis?    Bitte kurze Rückmeldung.    Vielen Dank.    Mit freundlichen Grüßen    Nasir Butt",0
"Sehr geehrter Herr Bertram,  wir haben in der Einliegerwohnung der Jupp-Schöttler-Jugendherberge in Finnentrop-Bamenohl einen größeren Wasserschaden, sodass unser Mieter dort nicht mehr wohnen kann. Wir suchen deshalb für 3 Monate eine Ersatzunterkunft, wenn möglich sollte eine Kochgelegenheit vorhanden sein, eine Gemeinschaftsküche würde auch reichen. Die Miete wird von uns übernommen. Bitte geben Sie mir Bescheid, ob Sie dementsprechend noch Kapazitäten freihaben.  Vielen Dank für Ihre Bemühungen  Bernhard Sapp",0
"Schönen guten Tag, ich bräuchte für die Nacht ein Zimmer zusammen mit meiner Tochter und würde mich freuen wenn Sie sich diesbezüglich bei mir melden könnten.",0
"Hallo und guten Tag, suche für den o.g. Zeitraum ein Zimmer für einen meiner Angestellten. Wenn möglich bitte im Raum Erkrath/ Mettmann.  Vielen Dank und viele Grüße  Vedat Rexha",0
"Sehr geehrte Damen und Herren,    mit dieser E-Mail würden wir gerne einen Aufenthalt vom 01.08.2024 bis zum 23.08.2024 buchen.  Bei Fragen stehe ich gerne per E-Mail oder Telefonisch zur Verfügung.    Mit freundlichen Grüßen  Tim Stolz",0
"Guten Tag,     ich bin auf der Suche nach einem Monteurzimmer vom 01.07 bis zum 30.11 für zwei meiner Mitarbeiter. Hätten Sie für diesen Zeitraum 2 Einzelzimmer frei? Und was würde das ingesamt kosten?   Wird das dan per Rechnung bezahlt oder wird dafür eine Art Mietvertrag aufgesetzt? Ich habe bisher noch nie Monteurzimmer gemietet, daher weiß ich nicht genau wie das abläuft. Und wie ist das wenn ich dann doch länger mieten möchte, zum Beispiel für 6 Monate, wie wird das dann gemacht, per vertrag oder ohne?   Und werden die Zimmer gereinigt oder mus das selbst gemacht werden?     Mit freundlichen Grüßen   Johannes Hiltl",0
